tipo;by;post_message;picture;link;link_domain;post_published;post_published_unix;post_published_sql;likes;likes_count_fb;comments_count_fb;comments_all;comments_base;comments_replies;shares;comment_likes;engagement;post_id;post_link
photo;post_page_171645503710;Teatro Antico di Ostia_ Roma;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12919638_10154126150613711_7141916506644300686_n.jpg?oh=0d158fec0fa1b8ef257556a4d32053f5&oe=57E42604;https://www.facebook.com/MIBACT/photos/a.10150657459338711.412067.171645503710/10154126150613711/?type=3;facebook.com;2016-04-04T17:18:39+0000;1459790319;04/04/2016 19:18;942;945;1;1;1;0;79;0;1022;171645503710_10154126150973711;https://www.facebook.com/MIBACT/posts/10154126150973711
photo;post_page_171645503710;TAKING CARE_ Progettare per il bene comune è il titolo del Padiglione Italia a La Biennale di Venezia Architettura 2016 Tutti i dettagli: http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Comunicati/visualizza_asset.html_894085323.html #Takingcare #Biennale #architettura;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/8640_10154125949138711_7476872696430439075_n.jpg?oh=2ccd33d9ce1785d9c59421f04eb0e170&oe=57D80219;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154125949138711/?type=3;facebook.com;2016-04-04T15:34:43+0000;1459784083;04/04/2016 17:34;62;64;1;1;1;0;17;1;81;171645503710_10154125949138711;https://www.facebook.com/MIBACT/posts/10154125949138711:0
photo;post_page_171645503710;Grazie per esser stati con noi anche questa #domenicalmuseo Tra i più visitati anche Ostia Antica_ Gallerie dell_Accademia di Venezia e i Musei Reali Torino.  Tutti i numeri su http://www.beniculturali.it/mibac/export/MiBAC/sito-MiBAC/Contenuti/MibacUnif/Comunicati/visualizza_asset.html_1893330164.html Dario Franceschini - pagina ufficiale ANSA.it;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12920473_10154125781708711_9139255332259861890_n.jpg?oh=d6c5f000859e5bad06fc4972b8c17b93&oe=57DF0589;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154125781708711/?type=3;facebook.com;2016-04-04T14:15:31+0000;1459779331;04/04/2016 16:15;330;332;12;12;6;6;31;10;383;171645503710_10154125787303711;https://www.facebook.com/MIBACT/posts/10154125787303711
photo;post_page_171645503710;#Buongiorno dalle Grotte di Catullo_ Sirmione (BS). L_area archeologica delle Grotte di Catullo conserva al suo interno i resti di una delle maggiori ville residenziali dell_Italia settentrionale. Collocata in una posizione eccezionale_ sulla punta della penisola di Sirmione_ domina dall_alto dello sperone roccioso l_intero bacino del Lago di Garda. La villa occupa un_area di circa 2 ettari ed è circondata da uno storico uliveto composto da oltre 1500 piante. All_interno dell_area archeologica_ dal 1999 è aperto il piccolo ma rilevante Museo archeologico di Sirmione_ che espone reperti provenienti da Sirmione e da alcuni siti del basso Garda. Scopriamo di più su www.grottedicatullo.beniculturali.it #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12961735_10154125147403711_3543123730626105345_n.jpg?oh=b873be6b08e4b2eb3d3d4992ab2268f3&oe=57E65D8C;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154125147403711/?type=3;facebook.com;2016-04-04T07:58:14+0000;1459756694;04/04/2016 09:58;1094;1104;69;68;36;32;316;52;1530;171645503710_10154125151578711;https://www.facebook.com/MIBACT/posts/10154125151578711
photo;post_page_171645503710;Buona #domenicalmuseo. Oggi musei gratis in tutta Italia.  Elenco completo su www.beniculturali.it/domenicalmuseo  #LoveMW;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12938146_10154122540583711_3521685119077709610_n.jpg?oh=9b74e267eec6774510a7ab0449e55287&oe=57A2B284;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154122540583711/?type=3;facebook.com;2016-04-03T08:47:02+0000;1459673222;03/04/2016 10:47;1050;1052;25;25;16;9;241;31;1347;171645503710_10154122542493711;https://www.facebook.com/MIBACT/posts/10154122542493711
link;post_page_171645503710;Pronti? Vi aspettiamo domani nei #MuseItaliani. Twittate le vostre foto con #domenicalmuseo e #LoveMW  Tutti i dettagli su www.beniculturali.it/domenicalmuseo;https://external.xx.fbcdn.net/safe_image.php?d=AQACVigXX2O2Pd0I&w=130&h=130&url=http%3A%2F%2Fcdn.makeagif.com%2Fsave%2FZbzEPV&cfs=1&sx=0&sy=0&sw=1280&sh=1280;http://cdn.makeagif.com/save/ZbzEPV;cdn.makeagif.com;2016-04-02T20:05:46+0000;1459627546;02/04/2016 22:05;138;138;4;4;3;1;30;1;173;171645503710_10154121307418711;https://www.facebook.com/MIBACT/posts/10154121307418711
photo;post_page_171645503710;Domenica 3 aprile nei musei in Italia si entra #gratis! Non è un pesce d_Aprile!  Scopri i musei che aderiscono su www.beniculturali.it/domenicalmuseo  #domenicalmuseo #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12524143_10154117364728711_4881398110603547349_n.jpg?oh=1eeb721ccbe5838b50213f455f1c6691&oe=57E242B6;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154117364728711/?type=3;facebook.com;2016-04-01T10:16:24+0000;1459505784;01/04/2016 12:16;741;750;29;29;20;9;684;19;1473;171645503710_10154117364728711;https://www.facebook.com/MIBACT/posts/10154117364728711:0
photo;post_page_171645503710;#Buongiorno dal MAXXI - Museo nazionale delle arti del XXI secolo_ Roma.  Oggi dedichiamo il nostro _buongiorno_ a Zaha Hadid che ha progettato il museo a Roma.  Con il progetto del MAXXI si supera l’idea dell’edificio-museo. La complessità dei volumi_ le pareti curvilinee_ il variare e l’intrecciarsi delle quote determinano una trama spaziale e funzionale molto articolata che i visitatori possono attraversare seguendo percorsi sempre diversi e inaspettati. Ambienti molteplici convivono in una sequenza di gallerie illuminate dalla luce naturale filtrata da un particolare sistema di copertura. La grande hall a tutta altezza ospita i servizi di accoglienza e introduce all’auditorium_ alle gallerie destinate alle collezioni permanenti_ alle mostre e agli spazi dedicati alla caffetteria e al bookshop. Scopriamo di più su www.fondazionemaxxi.it #Italiaviaggianellabellezza #MiBACTsocial #futureMW;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12932835_10154117202193711_4846831600597811602_n.jpg?oh=9b46e7bf8e9ae3f3821dfeef83141b3c&oe=57E5EA1D;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154117202193711/?type=3;facebook.com;2016-04-01T08:36:31+0000;1459499791;01/04/2016 10:36;1237;1245;27;27;21;6;326;13;1603;171645503710_10154117206213711;https://www.facebook.com/MIBACT/posts/10154117206213711
photo;post_page_171645503710;“La scomparsa di Zaha Hadid – dichiara il Ministro dei beni e delle attività culturali e del turismo_ Dario Franceschini - pagina ufficiale - è un lutto per il mondo della cultura e per l’Italia_ paese al quale è legata per il forte segno architettonico del MAXXI - Museo nazionale delle arti del XXI secolo di Roma. L’uso innovativo dei volumi e degli spazi che ha caratterizzato la sua architettura si è espresso al meglio in questo edificio_ che ha seguito in ogni fase dalla progettazione alla costruzione introducendo nuove tecniche e materiali”. #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/7686_10154038646751250_7654600602118417046_n.jpg?oh=8943481372d51a1958e76d8b9b003069&oe=57A52347;https://www.facebook.com/museomaxxi/photos/a.487963941249.271049.166896816249/10154038646751250/?type=3;facebook.com;2016-03-31T16:52:00+0000;1459443120;31/03/2016 18:52;965;968;32;32;26;6;0;20;1017;171645503710_10154113568223711;https://www.facebook.com/MIBACT/posts/10154113568223711
link;post_page_171645503710;È il tuo patrimonio culturale. Vivilo anche con #heritageMW per #MuseumWeek  Seguici su www.twitter.com/MiBACT;https://external.xx.fbcdn.net/safe_image.php?d=AQCP6sbGWCjsIRrt&url=https%3A%2F%2Fcdn.makeagif.com%2Fmedia%2F3-31-2016%2FCiSIQk.gif;http://makeagif.com/CiSIQk;makeagif.com;2016-03-31T16:18:54+0000;1459441134;31/03/2016 18:18;327;330;1;1;1;0;73;1;402;171645503710_10154113427998711;https://www.facebook.com/MIBACT/posts/10154113427998711
link;post_page_171645503710;Per #MuseumWeek  gli Uffizi ospitano Giulio Base. Seguite ora la diretta su  https://twitter.com/giuliobase/status/715554734799761409  #heritageMW #MiBACTsocial;https://external.xx.fbcdn.net/safe_image.php?d=AQBvBbVkqNEVnnaw&w=130&h=130&url=https%3A%2F%2Fpbs.twimg.com%2Fprofile_images%2F671017928632999936%2F-6gUWnyP_400x400.jpg&cfs=1&sx=0&sy=0&sw=267&sh=267;https://twitter.com/giuliobase/status/715554734799761409;twitter.com;2016-03-31T15:51:28+0000;1459439488;31/03/2016 17:51;17;17;4;4;4;0;4;0;25;171645503710_10154113340803711;https://www.facebook.com/MIBACT/posts/10154113340803711
photo;post_page_171645503710;#Buongiorno dalle Gallerie dell_Accademia Venezia.  Il complesso monumentale delle Gallerie dell’Accademia occupa oggi la prestigiosa sede della Scuola Grande di Santa Maria della Carità_ una delle più antiche confraternite laiche della città. Ne fanno parte integrante anche l’omonima chiesa di Santa Maria e il monastero dei Canonici Lateranensi_ realizzato da Andrea Palladio. Il museo ospita la più ricca collezione di dipinti veneziani e veneti_ dal Trecento bizantino e gotico agli artisti del Rinascimento_ Bellini_ Carpaccio_ Giorgione_ Veronese_ Tintoretto e Tiziano per arrivare a Giambattista Tiepolo e ai vedutisti settecenteschi_ Canaletto_ Guardi_ Bellotto_ Longhi. Artisti che influenzarono tutta la storia della pittura europea. Scopriamola su www.gallerieaccademia.org #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12919854_10154112100058711_7826365139310668928_n.jpg?oh=244808a6feda7587b8ecfb16502ddd7c&oe=57A0260C;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154112100058711/?type=3;facebook.com;2016-03-31T08:11:09+0000;1459411869;31/03/2016 10:11;568;573;14;14;12;2;122;2;706;171645503710_10154112103498711;https://www.facebook.com/MIBACT/posts/10154112103498711
link;post_page_171645503710;Continua #MuseumWeek!  Viaggiate con noi nelle fantastiche architetture dei #MuseItaliani Seguiteci su www.twitter.com/MiBACT   #architectureMW;https://external.xx.fbcdn.net/safe_image.php?d=AQCOJFAzN01s18Pm&url=http%3A%2F%2Fcdn.makeagif.com%2Fmedia%2F3-30-2016%2F799Bt1.gif;http://cdn.makeagif.com/media/3-30-2016/799Bt1.gif;cdn.makeagif.com;2016-03-30T15:41:38+0000;1459352498;30/03/2016 17:41;359;361;1;1;1;0;64;0;424;171645503710_10154108771618711;https://www.facebook.com/MIBACT/posts/10154108771618711
photo;post_page_171645503710;#Buongiorno dalla biblioteca nazionale centrale di Firenze.  La Biblioteca Nazionale Centrale di Firenze è una delle più importanti biblioteche italiane ed europee. Insieme alla Biblioteca nazionale di Roma_ svolge le funzioni di biblioteca nazionale centrale. Possiede infatti circa 5.948.235 volumi a stampa_ 2.703.899 opuscoli_ 24.991 manoscritti_ 3.716 incunaboli_ 29.123 edizioni del XVI secolo e oltre 1.000.000 di autografi.  Visitiamola http://www.bncf.firenze.sbn.it/ #Italiaviaggianellabellezza;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12936558_10154107475658711_8430034055585717690_n.jpg?oh=71a98de1eb07b5035ff5fc7286f23c7d&oe=57E2266A;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154107475658711/?type=3;facebook.com;2016-03-30T08:20:32+0000;1459326032;30/03/2016 10:20;395;398;11;11;9;2;83;9;498;171645503710_10154107476498711;https://www.facebook.com/MIBACT/posts/10154107476498711
photo;post_page_171645503710;Le vie del Giubileo: 330 tappe in 20 percorsi studiati a #Roma per i pellegrini del Giubileo della Misericordia www.leviedelgiubileo.it  Giubileo della Misericordia Roma - Comune Palazzo Chigi - Presidenza del Consiglio dei Ministri Dario Franceschini - pagina ufficiale;https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/12294704_10154103726818711_5125382618139125529_n.jpg?oh=b8970d0149c71eb7809013ebf7c149e4&oe=57A4BAB0;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154103726818711/?type=3;facebook.com;2016-03-29T14:58:47+0000;1459263527;29/03/2016 16:58;433;438;3;3;3;0;117;0;553;171645503710_10154103737643711;https://www.facebook.com/MIBACT/posts/10154103737643711
photo;post_page_171645503710;#Buongiorno dal Museo Nazionale Romano di Palazzo Altemps_ Roma.  Il palazzo deve il suo nome al cardinale proveniente dall’Alto Tirolo_ Marco Sittico Altemps_ che lo acquistò nel 1568 eleggendolo a sua dimora romana. L’edificio ospita importanti collezioni di antichità e una significativa raccolta di opere egizie. Nelle sale ancora in parte affrescate è possibile ammirare sculture greche e romane appartenute nei secoli XVI e XVII a varie famiglie della nobiltà romana. Il nucleo più consistente è costituito dalla collezione Boncompagni Ludovisi_ insieme alle collezioni Mattei e Del Drago e da alcune opere d’arte della famiglia Altemps.  Visitiamolo http://archeoroma.beniculturali.it/musei/museo-nazionale-romano-palazzo-altemps #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/996688_10154102619318711_5817749620379732351_n.jpg?oh=fc102e5798cc0ad24f3b20f9bfce85b1&oe=579E219A;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154102619318711/?type=3;facebook.com;2016-03-29T08:47:19+0000;1459241239;29/03/2016 10:47;724;729;7;7;6;1;177;4;912;171645503710_10154102632263711;https://www.facebook.com/MIBACT/posts/10154102632263711
video;post_page_171645503710;Questa sera la _seconda vita_ degli edifici pubblici_ a Roma_ su Rai Storia.;https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12719719_10154553362322565_1352573406_n.jpg?oh=43314720b439e5b6077ff14aef6bf331&oe=57E7857E;https://www.facebook.com/raistoria/videos/10154553268497565/;facebook.com;2016-03-28T10:06:37+0000;1459159597;28/03/2016 12:06;423;426;7;7;7;0;0;1;431;171645503710_10154097976108711;https://www.facebook.com/MIBACT/posts/10154097976108711
photo;post_page_171645503710;Buon lunedì dell_Angelo (Pasquetta).  #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1517659_632608473557008_3331574716965687399_n.jpg?oh=eb30eb8cadceea6757a7dcebc3c904a7&oe=57A2091D;https://www.facebook.com/419533098197881/photos/a.419872244830633.1073741828.419533098197881/632608473557008/?type=3;facebook.com;2016-03-28T07:50:53+0000;1459151453;28/03/2016 09:50;295;299;3;3;3;0;0;1;299;171645503710_10154097540743711;https://www.facebook.com/MIBACT/posts/10154097540743711
video;post_page_171645503710;Da domani #MuseumWeek  I musei si raccontano su Twitter.  Seguiteci su www.twitter.com/MiBACT  #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12441312_10154095216258711_1045670111_n.jpg?oh=808a8cf2386de4fc3cf28139e6520c67&oe=57D22E28;https://www.facebook.com/MIBACT/videos/10154095202093711/;facebook.com;2016-03-27T20:18:58+0000;1459109938;27/03/2016 22:18;71;72;0;0;0;0;20;0;91;171645503710_10154095202093711;https://www.facebook.com/MIBACT/videos/10154095202093711/
video;post_page_171645503710;In diretta dal cosiddetto tempio di Nettuno_ Paestum (SA);https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12365459_10154094107758711_428909298_n.jpg?oh=753f2cddb37522e77b011191a52aba13&oe=57A31BB7;https://www.facebook.com/MIBACT/videos/10154094097153711/;facebook.com;2016-03-27T15:22:20+0000;1459092140;27/03/2016 17:22;751;752;43;43;42;1;141;36;971;171645503710_10154094097153711;https://www.facebook.com/MIBACT/videos/10154094097153711/
video;post_page_171645503710;Il tempio cosiddetto di Nettuno aperto al pubblico_ #Paestum (SA).;https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12109379_10154094093953711_799023363_n.jpg?oh=810c363c80220d0de8bffd6bd99d28cc&oe=57D433C7;https://www.facebook.com/MIBACT/videos/10154094062863711/;facebook.com;2016-03-27T15:16:38+0000;1459091798;27/03/2016 17:16;1052;1059;85;84;78;6;307;76;1519;171645503710_10154094062863711;https://www.facebook.com/MIBACT/videos/10154094062863711/
photo;post_page_171645503710;Happy Easter! #MiBACTsocial  #Easter2016   Picture: _Noli me tangere__ meaning _don_t touch me_ or _don_t tread on me_ Fra Angelico_ S. Marco Convent - Florence;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12803266_10154089377008711_1221526735298286759_n.jpg?oh=f7a23b6903b88a1b136e416d25e1b19a&oe=57A36BDD;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154089377008711/?type=3;facebook.com;2016-03-26T22:55:01+0000;1459032901;26/03/2016 23:55;1077;1089;21;21;19;2;375;2;1475;171645503710_10154089377008711;https://www.facebook.com/MIBACT/posts/10154089377008711:0
photo;post_page_171645503710;"_Stavano presso la croce di Gesù sua madre_ la sorella di sua madre_ Maria di Clèofa e Maria di Màgdala. Gesù allora_ vedendo la madre e lì accanto a lei il discepolo che egli amava_ disse alla madre: «Donna_ ecco il tuo figlio!». Poi disse al discepolo: «Ecco la tua madre!». E da quel momento il discepolo la prese nella sua casa.  Dopo questo_ Gesù_ sapendo che ogni cosa era stata ormai compiuta_ disse per adempiere la Scrittura: «Ho sete». Vi era lì un vaso pieno d_aceto; posero perciò una spugna imbevuta di aceto in cima a una canna e gliela accostarono alla bocca. E dopo aver ricevuto l_aceto_ Gesù disse: «Tutto è compiuto!». E_ chinato il capo_ spirò._  Giovanni 19:25-42 #Pasqua #MiBACTsocial";https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1621993_10154084708813711_5320249668806908867_n.jpg?oh=8ad0dad7f6436b5f7261373f5e9aeaef&oe=57DDA49E;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154084708813711/?type=3;facebook.com;2016-03-25T16:13:11+0000;1458922391;25/03/2016 17:13;734;743;14;14;10;4;286;19;1053;171645503710_10154084756903711;https://www.facebook.com/MIBACT/posts/10154084756903711
photo;post_page_171645503710;Happy Birthday Venice! Founded on 25th march 421 A.D. #Venice #Birthday;https://scontent.xx.fbcdn.net/v/l/t1.0-0/s130x130/12794599_10154084087338711_836262465133497001_n.jpg?oh=66b8e9533eb6ba518a4d21791cfde318&oe=579BFF87;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154084087338711/?type=3;facebook.com;2016-03-25T11:57:51+0000;1458907071;25/03/2016 12:57;1631;1643;39;39;34;5;886;39;2595;171645503710_10154084107073711;https://www.facebook.com/MIBACT/posts/10154084107073711
photo;post_page_171645503710;"#Buongiorno dalla biblioteca nazionale dell_Abbazia di Casamari #Frosinone La biblioteca_ all_interno dell_Abbazia di Casamari_ occupa la parte estrema dell’ala occidentale del monastero_ dove un tempo stava il refettorio dei conversi e vi si accede attraverso una scala esterna. La sala ha il soffitto a cassettoni_ sostenuto da quattro archi a tutto sesto_ che si dipartono da tre pilastri. Conta più di ottantamila volumi_ tra i quali una decina di manoscritti ed alcuni incunaboli_ cioè opere stampate subito dopo l’invenzione della stampa (XV secolo). Il manoscritto più antico è una Regola di San Benedetto_ della fine del secolo XII; altri risalgono al secolo XIV e XV. La biblioteca è uno degli ambienti più importanti del monastero_ perché in essa sono custoditi non solo i libri di uso liturgico_ ma anche quelli che personalmente i monaci consultano per studiare_ non essendo loro consentito possederne di propri.  Scopriamola su http://www.librari.beniculturali.it/opencms/opencms/it/biblpubbliche/istitutiuffici/istitutoufficio_37.html #Italiaviaggianellabellezza #MiBACTsocial";https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12063528_10154083788923711_2341915451408004854_n.jpg?oh=6fa52409955f92290ac5a8ce363181cf&oe=579DB919;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154083788923711/?type=3;facebook.com;2016-03-25T09:43:37+0000;1458899017;25/03/2016 10:43;1237;1246;31;31;25;6;520;18;1806;171645503710_10154083795013711;https://www.facebook.com/MIBACT/posts/10154083795013711
photo;post_page_171645503710;Special Opening of Italian state museums on 27th and 28th march.  Discover more: http://goo.gl/ioOBmR  #Easter;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1915910_10154080496548711_7250302915874298823_n.jpg?oh=d7a0ef91d67a925d3fbcfdceac0093a1&oe=579DD400;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154080496548711/?type=3;facebook.com;2016-03-24T16:56:23+0000;1458838583;24/03/2016 17:56;410;415;8;8;6;2;175;3;596;171645503710_10154080496548711;https://www.facebook.com/MIBACT/posts/10154080496548711:0
event;post_page_171645503710;Sabato e domenica a Paestum #Salerno;https://scontent.xx.fbcdn.net/v/t1.0-0/c50.0.130.130/p130x130/12794593_978288348928352_4279690573391719129_n.jpg?oh=1102a63347200180850bb6697a0276d5&oe=57D0D931;https://www.facebook.com/events/1705232916389477/;facebook.com;2016-03-24T13:09:14+0000;1458824954;24/03/2016 14:09;707;709;9;9;6;3;0;2;718;171645503710_10154079802578711;https://www.facebook.com/MIBACT/posts/10154079802578711
photo;post_page_171645503710;#Buongiorno dalla Galleria Estense di Modena.  La Galleria Estense di Modena_ erede della plurisecolare vicenda di collezionismo d’arte legato alla famiglia degli Este_ è una delle più importanti e più antiche Gallerie Nazionali d’Italia. Ad una ricchissima quadreria si aggiungono un’importante raccolta grafica (disegni_ stampe_ matrici silografiche)_ una sceltissima collezione di sculture_ antiche e moderne_ una significativa selezione di arti decorative (metalli_ vetri_ avori_ maioliche_ ceramiche_ mobili e arredi) e una delle più cospicue raccolte numismatiche del mondo (monete antiche e moderne_ medaglie e placchette_ sigilli_ coni e punzoni). Scopriamola su www.galleriaestense.org #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/993580_10154079281743711_2958493970971456269_n.jpg?oh=8f19e278a920e141234201bda5db7978&oe=57D1553E;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154079281743711/?type=3;facebook.com;2016-03-24T09:36:10+0000;1458812170;24/03/2016 10:36;409;413;7;7;7;0;92;3;511;171645503710_10154079285598711;https://www.facebook.com/MIBACT/posts/10154079285598711
link;post_page_171645503710;Nuovi recuperi dei Carabinieri Tutela del Patrimonio Culturale;https://external.xx.fbcdn.net/safe_image.php?d=AQBivv_0nhXAzDW6&w=130&h=130&url=https%3A%2F%2Fscontent-cdg2-1.xx.fbcdn.net%2Fhphotos-xpl1%2Ft31.0-8%2F12419216_809332909172588_8237460943914285149_o.jpg&cfs=1;http://www.repubblica.it/speciali/arte/recensioni/2016/03/22/news/archeologia_torna_dalla_svizzera_il_tesoro_di_cerveteri-136087026/?ref=HREC1-29;repubblica.it;2016-03-23T20:48:02+0000;1458766082;23/03/2016 21:48;912;917;16;16;15;1;216;5;1149;171645503710_10154076786768711;https://www.facebook.com/MIBACT/posts/10154076786768711
photo;post_page_171645503710;#Buongiorno dall_antica Minturnae #Latina.  Minturno_ posta su un colle a dominare le frazioni marine di Scauri (l_antica Pyrae) e Marina di Minturno_ ha origini antichissime_ aurunche e romane. Il suo abitato_ sorto lungo il tragitto della Via Appia (la Regina Viarum) si estendeva sulla sponda destra del fiume Garigliano (antico Liris)_ che segna il confine tra il Lazio con la Provincia di Latina e la Campania con la Provincia di Caserta. Scopriamo di più su http://www.archeolz.arti.beniculturali.it/index.php?it/173/comprensorio-archeologico-e-antiquarium-di-minturnae #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12670753_10154074690563711_3805939269636490978_n.jpg?oh=112c768573c826246d902fc98dfc5277&oe=57A52BC1;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154074690563711/?type=3;facebook.com;2016-03-23T09:22:09+0000;1458724929;23/03/2016 10:22;1005;1009;54;54;25;29;396;24;1479;171645503710_10154074695448711;https://www.facebook.com/MIBACT/posts/10154074695448711
photo;post_page_171645503710;Da giovedì 24 marzo saranno nuovamente visitabili i Giardini Reali a Torino.  Lunedì 28 marzo grande festa di inaugurazione. L’ingresso gratuito per i primi due mesi. Musei Reali Torino http://www.museireali.beniculturali.it/index.php/it/eventi/153-riaprono-i-giardini-reali;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12804871_10154071108968711_3540828567833807445_n.jpg?oh=eaf640510f959ab7c99b6eeb7782af9d&oe=57E550BA;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154071108968711/?type=3;facebook.com;2016-03-22T14:33:54+0000;1458657234;22/03/2016 15:33;413;418;41;41;22;19;102;13;569;171645503710_10154071108968711;https://www.facebook.com/MIBACT/posts/10154071108968711:0
photo;post_page_171645503710;#Buongiorno dal Museo Archeologico Nazionale del Melfese _Massimo Pallottino__ Melfi #Potenza. Il Museo_ ubicato all_interno del castello normanno-svevo di Melfi_ presenta l_importante documentazione archeologica rinvenuta nel comprensorio del Vulture. Si tratta_ in primo luogo_ di corredi funerari di VII-III secolo a.C._ caratterizzati_ per le fasi più antiche_ da raffinate ceramiche daunie a decorazione geometrica_ da armature in bronzo_ da preziosi ornamenti in argento_ oro e ambra e da vasi in bronzo di produzione sia greca che etrusca. Caratteristici della fase di IV-III secolo a.C. sono le ceramiche magnogreche a figure rosse e i monumentali vasi a decorazione policroma e con figure applicate_ di produzione canosina_ rinvenuti_ in primo luogo a Lavello (l_antica Forentum). In una torre del Castello è esposto uno straordinario sarcofago in marmo del II secolo d.C. con decorazione a rilievo_ riferibile a botteghe dell_Asia minore. Sul coperchio è raffigurata la defunta _dormiente_. Sulle lastre del sarcofago sono rappresentati_ all_interno di nicchie_ dei ed eroi romani_ a testimoniare le figure mitiche di riferimento della famiglia aristocratica_ cui apparteneva la donna. Visitiamolo su http://www.basilicata.beniculturali.it/index.php?option=com_k2&view=item&id=120:museo-archeologico-nazionale-del-melfese-massimo-pallottino #Italiaviaggianellabellezza #MiBACTsocial;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/11140000_10154070229128711_7118783906640132324_n.jpg?oh=09faa424c97156b7688d11f7fdda3305&oe=57D75F0A;https://www.facebook.com/MIBACT/photos/a.10151777168173711.1073741871.171645503710/10154070229128711/?type=3;facebook.com;2016-03-22T09:05:47+0000;1458637547;22/03/2016 10:05;705;709;12;11;10;1;159;15;890;171645503710_10154070232898711;https://www.facebook.com/MIBACT/posts/10154070232898711
photo;post_page_171645503710;Oggi giornata mondiale della #poesia.  E il 21 marzo 1931 nasceva a Milano la poetessa Alda Merini.  _Io non ho bisogno di denaro. Ho bisogno di sentimenti_ di parole_ di parole scelte sapientemente_ di fiori detti pensieri_ di rose dette presenze_ di sogni che abitino gli alberi_ di canzoni che facciano danzare le statue_ di stelle che mormorino all’ orecchio degli amanti. Ho bisogno di poesia_ questa magia che brucia la pesantezza delle parole_ che risveglia le emozioni e dà colori nuovi._  Da _La volpe e il sipario_ - Alda Merini   UNESCO Dario Franceschini - pagina ufficiale MIUR Social;https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12472840_10154066986468711_8723075121698181794_n.jpg?oh=617c942981f3c18e2b11dba33994f8ee&oe=579CC608;https://www.facebook.com/MIBACT/photos/a.190659273710.126437.171645503710/10154066986468711/?type=3;facebook.com;2016-03-21T13:48:50+0000;1458568130;21/03/2016 14:48;685;689;9;9;7;2;313;4;1011;171645503710_10154066986468711;https://www.facebook.com/MIBACT/posts/10154066986468711:0
